epoch,beta,train_loss,train_recon,train_kl,valid_loss,valid_recon,valid_kl
46,0.05,150.92263369676544,131.30632741044207,392.3261251310023,160.83668606097882,141.49384454580454,386.8568244347206
47,0.05,149.6887629439191,130.05604136397199,392.65443204554117,160.73683283879205,141.13013751690204,392.13392639160156
48,0.05,148.54025908679498,128.8471174286633,393.86283212056975,159.4247187100924,140.2051297701322,384.3917764516977
49,0.05,147.43952848853135,127.70626365847704,394.6653001738758,158.08355184701773,138.27174465472882,396.23616497333234
50,0.05,146.28928338027583,126.49754218124762,395.83481385766004,157.14414185744064,137.1464849618765,399.953120304988
51,0.05,145.25983685749333,125.4379341311571,396.4380579506479,156.95821556678186,136.85275327242337,402.10923767089844
52,0.05,144.1594322762838,124.24948786293588,398.1988830566406,157.10712550236627,136.94182439950796,403.30605257474457
53,0.05,143.08954080721227,123.14875305920113,398.8157560022866,157.01968471820538,137.1197022658128,397.9996549166166
54,0.05,142.30063275593082,122.32584946795208,399.4956589117283,154.1750517625075,134.1190517132099,401.11999863844653
55,0.05,140.84347616056115,120.85268182521914,399.8158773282679,153.87267420842096,133.97484970092773,397.9565230149489
56,0.05,140.3837191698028,120.33516514475753,400.97108675328695,153.17378146831805,133.48109758817233,393.8536846454327
57,0.05,139.1804536028606,119.06535648252905,402.3019246915492,153.05417721088116,133.15395032442532,398.0045353816106
