epoch,beta,train_loss,train_recon,train_kl,valid_loss,valid_recon,valid_kl
1,0.0005,761.7831339022008,760.5054492485233,2555.36899174132,544.3164602426382,543.4831730769231,1666.5658334585337
2,0.001,465.07514425138146,463.5484043028296,1526.7400789586509,407.8911549494817,406.51618722768933,1374.9671630859375
3,0.0015,388.63207858946265,386.57272577053163,1372.9022913490853,365.3632982694186,363.2992559579703,1376.0279728816106
4,0.002,357.3059530118617,354.7917754382622,1257.0885581411967,347.5348651592548,345.1649240347055,1184.9715670072114
5,0.0025,337.0704667254192,334.22029939977136,1140.066742389958,324.2228129460261,321.4255869938777,1118.8909935584436
6,0.003,310.3534828744284,307.20223135599275,1050.4177180592608,294.6645302405724,291.50145545372595,1054.358161339393
7,0.0034999999999999996,286.36599485816026,282.8013436666349,1018.4720816263339,272.682485140287,269.18490541898285,999.3082298865685
8,0.004,265.7590884324981,261.6915544463367,1016.8836509146341,257.89026817908655,253.88128838172327,1002.2446218637319
9,0.0045000000000000005,253.40271308712843,248.954833984375,988.4176308236471,247.4507833627554,242.98307624230017,992.8238290640024
10,0.005,243.01490791134717,238.19425554973324,964.130668528487,237.43805049015924,232.6021499633789,967.1802861140325
11,0.0055000000000000005,232.407778260766,227.16668872368044,952.9253191692073,227.27967218252329,221.96756333571213,965.8380807729868
12,0.006,222.9802806575124,217.28024537621474,950.0058233493712,218.69769580547626,213.0759614797739,936.955801156851
13,0.006500000000000001,215.10055087950172,209.0056246873809,937.6808578863377,211.82272690993088,205.76499821589545,931.9584045410156
14,0.006999999999999999,209.0064855808165,202.54263365210556,923.4073819788491,207.5534841097318,201.14936681894156,914.8739060621995
15,0.0075,204.36459611101847,197.55860394733708,907.4656982421875,204.53672350369968,197.79170667208157,899.3355830265925
16,0.008,200.84367258955794,193.66723610482566,897.0544713462272,200.2536952678974,193.16630524855393,885.9237506573016
17,0.0085,196.83341071896436,189.38751399342607,875.9877754025343,199.67431816687952,192.24058415339545,874.556896503155
18,0.009000000000000001,193.33116328541826,185.51918312631003,867.997842035061,195.4348426231971,187.53201235257663,878.0922781137319
19,0.0095,190.58778768399867,182.47062013207412,854.4386799137767,192.22389573317307,183.9955837543194,866.1381178635818
20,0.01,187.2101755281774,178.74786101550592,846.2314715129573,188.74246215820312,180.14606827955978,859.6395498422476
21,0.01,184.1355991270484,175.64046578756194,849.5133014958079,186.178650195782,177.44810661902795,873.0543400691106
22,0.01,180.66597081626333,172.12126196884526,854.4709606635861,184.13814104520358,175.6619415283203,847.6199364295372
23,0.01,177.56493217654344,168.973404526129,859.1528076171875,180.61985221275916,171.9795403113732,864.0311490572416
24,0.01,174.55910867830602,165.96177412823934,859.73347197742,177.99081332866962,169.28964174710788,870.117182804988
25,0.01,171.5939683867664,162.94459730939167,864.9370971679688,176.66050690871018,167.8033115680401,885.7195504995493
26,0.01,168.77726738162158,160.06227789157774,871.4989829458841,172.76289690457858,164.15612264779898,860.6774385892428
27,0.01,165.90587597358518,157.1846684897818,872.1207903606136,171.46060532789963,162.75976474468524,870.0840430626503
28,0.01,163.6096777939215,154.80709462979945,880.2583031631098,169.59195004976712,160.6977257361779,889.4225346491887
29,0.01,160.62436791396723,151.7811870295827,884.3180863543255,167.08845461331882,158.36343002319336,872.5023874136118
30,0.01,158.0735976800686,149.16212548976992,891.1472834889481,163.54814881544846,154.59357423048752,895.4573716383713
31,0.01,155.58154736030392,146.64299621582032,893.8551421374809,163.2884412912222,154.3417607820951,894.6681753305288
32,0.01,153.32863520180308,144.36666222549067,896.1973186213796,160.25071188119742,151.28000611525314,897.070568378155
33,0.01,151.2005366627763,142.14540922583603,905.5127128787157,158.0500866816594,148.98340401282678,906.6683959960938
34,0.01,148.73737800412061,139.67008153403677,906.7296324194931,155.75036415686975,146.73566700862006,901.4696514423077
35,0.01,146.7527348215987,137.6736276766149,907.9107278963414,155.2086612994854,146.24886145958533,895.9798724834735
36,0.01,145.21584588027582,136.07467941656344,914.1166387790587,152.7395758995643,143.56665127093976,917.2924992487981
37,0.01,143.09910367640055,133.9169556036228,918.2148303520389,153.09274966900165,143.89893634502704,919.3814532940204
38,0.01,141.8125084853754,132.59831792319693,921.4190888195503,151.11508296086237,141.87290866558368,924.2173626239484
39,0.01,139.87203931110662,130.62356790682165,924.8472031011814,149.6252778860239,140.42187822782077,920.3401090181791
40,0.01,138.03443313226467,128.76183825236996,927.259517018388,150.21692305344803,140.96192022470328,925.5003732534556
41,0.01,136.66290461842607,127.34294493140244,931.9959925209604,146.74209506695087,137.40149894127478,934.0595914400541
42,0.01,134.72502407911347,125.417901536895,930.7122844416921,146.3845467200646,136.9389419555664,944.5606266902043
43,0.01,133.3387132970298,123.97210630091226,936.6607204530297,144.01808225191556,134.81243456327,920.5648146409255
44,0.01,131.95909963468225,122.5562572944455,940.2842317906822,142.801701765794,133.60304847130408,919.8652977576622
45,0.01,130.13251703774057,120.7429499184213,938.9566948123095,142.67389532235953,133.12786982609674,954.6024756798378
46,0.01,129.3461119488972,119.91770477294922,942.8407595750762,141.7357911330003,132.16211641751804,957.3675067608173
47,0.01,128.18826837307068,118.71725742991377,947.1011173899581,140.90892263559195,131.44624710083008,946.2677612304688
48,0.01,126.3500507261695,116.83270166908822,951.734960342035,138.8001606280987,129.29741463294397,950.2746229905349
49,0.01,125.03602596376001,115.53103630252001,950.4989951529154,140.15598267775314,130.75449459369366,940.1488999586838
50,0.01,123.79607476955506,114.25581013749286,954.026494616997,137.72741376436673,128.3387709397536,938.8643845778245
51,0.01,122.55186533113805,113.00766378263148,954.4201282036014,136.6099956219013,127.05339813232422,955.6597806490385
52,0.01,121.5736805613448,111.99257358457984,958.1107249190168,137.8587790269118,128.23336615929236,962.5413301908053
53,0.01,120.38258436249524,110.77070922851563,961.1874848156441,136.8736716050368,127.21919719989484,965.4475168081431
54,0.01,119.31762762302306,109.69054643584461,962.7081513195503,136.5813108590933,126.88293809157152,969.8373718261719
55,0.01,117.94435614609137,108.28044485696932,966.3911668730946,133.63067920391376,124.09870470487155,953.1975543682391
56,0.01,116.55628937511909,106.89888622004811,965.7403460246761,132.7695576594426,123.12782287597656,964.1734267014724
57,0.01,115.76922365514244,106.0800883967702,968.913560225324,131.8305813716008,122.2150030869704,961.5579904409556
58,0.01,114.50674096084222,104.79355238007336,971.3189089891387,131.60516298734225,121.94919967651367,965.5963463416466
59,0.01,113.62605721078268,103.89375997403774,973.2297366258574,130.95783673799954,121.12448120117188,983.3355454664963
60,0.01,112.64883981099943,102.9002499091916,974.8590073004002,130.01902389526367,120.16410680917593,985.4917179987981
61,0.01,111.69011863150247,101.91738050507337,977.2738465844131,129.45201462965744,119.6275135920598,982.450200007512
62,0.01,110.89825915825077,101.08914452529535,980.9114689524581,128.86379271287186,119.06449684729942,979.9296311598557
63,0.01,109.54357206763291,99.72760288889815,981.5969312714367,128.36794046255258,118.59905741764949,976.8882845365084
64,0.01,109.29228377923732,99.45531340808404,983.6970372641958,128.70403524545523,119.0032700758714,970.0765240009015
65,0.01,108.03836390797684,98.18768597114376,985.0677939810404,127.1123533982497,117.33569247906024,977.6661376953125
66,0.01,107.02931704637481,97.17174637957316,985.7570875214367,127.07770391610953,117.21736702552208,986.0336702786959
67,0.01,106.40018857630288,96.52183264755621,987.8356195217226,128.18968904935397,118.31150553776668,987.8183077298678
68,0.01,105.52436795118379,95.60994820943692,991.4420207698171,126.60607381967398,116.79008278479942,981.599118746244
69,0.01,104.69412428693073,94.78795835913681,990.6166069216845,126.58317595261794,116.78193752582257,980.1239717923678
70,0.01,104.24301489853278,94.3199653811571,992.3049590320122,126.18375748854417,116.38183828500601,980.1918123685397
71,0.01,103.4219553505502,93.47593830387767,994.6017051138529,124.89535052959735,114.99849026019757,989.6860421987681
72,0.01,102.6408029323671,92.67926211473419,996.1541227015053,125.41843062180739,115.47483649620644,994.3594313401443
73,0.01,101.6915848894817,91.70433770156488,998.724760325362,123.95232802170973,113.93751848660983,1001.480959378756
74,0.01,100.90017674143722,90.92712919653916,997.3047485351562,123.35676780113808,113.31105158879207,1004.5715848482572
75,0.01,100.27370925531154,90.27547462277296,999.8234931759717,123.45181098351112,113.49383691641,995.7974008413462
76,0.01,100.03652057182498,90.01952924030583,1001.6991886790206,122.79789235041692,112.65637735220102,1014.1515855055588
77,0.01,98.90099878078554,88.88387469780155,1001.7124094893293,122.53756977961613,112.58592634934645,995.164318378155
78,0.01,98.23502215873904,88.20075244438357,1003.4270007621951,122.53085503211388,112.46642919687125,1006.4425635704628
79,0.01,97.72283142834175,87.67588783822409,1004.69438536109,122.69787245530348,112.72062829824594,997.7244380070613
80,0.01,96.98855337747713,86.93590381901438,1005.2649845774581,121.66671195397011,111.64672117966872,1001.9991056002103
81,0.01,96.38101661496046,86.31105328071408,1006.9963530749809,123.50451043935922,113.28278497549204,1022.1725534292368
82,0.01,95.99765059308308,85.91589455953458,1008.1756535227706,121.56646405733548,111.58339515099159,998.3069082406851
83,0.01,95.41245355373475,85.31003176061118,1010.242177377096,121.29604838444637,111.32002155597394,997.6026799128606
84,0.01,94.68051605224609,84.57016519686071,1011.0350895579269,121.02005885197566,110.9231570317195,1009.6901385967548
85,0.01,94.45038135807688,84.33568792575743,1011.4693802996379,120.84139163677509,110.7226418715257,1011.87498826247
86,0.01,93.58656203107137,83.45434708013767,1013.2215308212652,120.55458597036508,110.55422107989972,1000.0364778958834
87,0.01,93.1171720923447,82.96820689875905,1014.8965114686547,120.21220251230093,110.08011920635516,1013.2083223783053
88,0.01,92.42305893316501,82.27243101538681,1015.0628295898438,120.31824845534105,110.05693802466759,1026.1310565655049
89,0.01,91.86337585449219,81.72030777349704,1014.306820753144,120.43741372915414,110.45709023108849,998.0323580228365
90,0.01,91.59080055050734,81.41966679270675,1017.1134059999047,120.00671709500827,109.93778155400203,1006.8936298076923
91,0.01,90.90355473960318,80.7307962184999,1017.2758583627096,119.62649976290189,109.44296880868765,1018.3531893216647
92,0.01,90.69943401057546,80.50971925316787,1018.9715028344131,119.41223760751578,109.24482521644005,1016.7413001427284
93,0.01,90.27571046410537,80.07641073087366,1019.9299840415397,119.68248514028696,109.49967252291165,1018.2813392052284
94,0.01,89.36531818669017,79.16355172134027,1020.1767057093178,119.72615520770734,109.56147296612079,1016.4681537334735
95,0.01,89.01616404463606,78.81264912675067,1020.351508610423,119.72928736760066,109.55304321875938,1017.6244131234976
96,0.01,88.57038131341702,78.35334368449885,1021.7037847751525,120.5326810983511,110.36496323805589,1016.7716979980469
97,0.01,88.13186865085508,77.91038196842845,1022.1486959317835,118.7106710580679,108.4085578918457,1030.2113999586838
98,0.01,87.62273168796446,77.3884493571956,1023.4282202743902,120.24465825007512,110.10226000272311,1014.2398165189303
99,0.01,87.26648336270961,77.01081989567454,1025.5663589105372,119.34601651705228,109.2157377096323,1013.0279400165265
100,0.01,86.84036388862424,76.58725358916492,1025.3110562952554,119.41613974938026,109.27808497502254,1013.8054973895734
101,0.01,86.58472383080459,76.32386789089296,1026.085624285442,119.26014944223257,109.08006418668307,1018.0086270845853
102,0.01,86.18033086265005,75.91265405794469,1026.767708829554,119.24090517484225,108.97984490027794,1026.1060274564302
103,0.01,85.5345418418326,75.25690009884718,1027.7642250619283,118.37432597233699,108.1903815636268,1018.3944303072416
104,0.01,85.24913739460271,74.97595505132908,1027.3182486185212,118.43427892831656,108.09707582913913,1033.7201444185698
105,0.01,84.73628015285585,74.4525459103468,1028.3734398818597,118.68371904813327,108.46605330247145,1021.7666555551382
106,0.01,84.66942797404964,74.38978571077672,1027.9642601943597,118.58400608943059,108.28556677011343,1029.844017615685
107,0.01,83.85401302430688,73.54562309079054,1030.8389880668826,118.91844940185547,108.59017298771785,1032.82761324369
108,0.01,83.63322560380145,73.32192665658346,1031.1298908512767,118.8794925396259,108.51074248093825,1036.874990609976
109,0.01,83.50195074314024,73.1906762658096,1031.127475645484,118.47672330416165,108.02385212824895,1045.2872361403245
110,0.01,82.83392080911776,72.51756870921065,1031.6352485470657,118.7127914428711,108.45157315180852,1026.1219458946814
111,0.01,82.38726795475658,72.05036010742188,1033.6908149533156,118.22970140897311,107.96027682377742,1026.9425471379207
112,0.01,82.18511333930783,71.85304783146556,1033.2065837580983,118.66257095336914,108.34824063227727,1031.4330749511719
113,0.01,82.10234561082794,71.75130537079602,1035.1040503525153,118.5406746497521,108.17355977571927,1036.7114703838643
114,0.01,81.43761403153583,71.07287015217106,1036.474393221227,118.27818268996019,107.98053022531363,1029.7653292142427
115,0.01,81.35719005305593,70.99792670273199,1035.9263725466844,118.56510807917668,108.27557842548077,1028.9530170147236
116,0.01,80.87418346870237,70.51457778186332,1035.9605790301066,118.34482016930214,107.91185173621544,1043.2969219501201
117,0.01,80.68447027439025,70.3204730336259,1036.39978057117,118.94079237717848,108.57200754605807,1036.8784625713643
118,0.01,80.1637661073266,69.78985750151844,1037.390906654916,119.17330081646259,108.87229978121243,1030.100116436298
119,0.01,80.03757889910442,69.65245169662848,1038.5127185356325,119.02234238844652,108.73533131526067,1028.7010756272537
120,0.01,79.7543684052258,69.36721174658798,1038.7156854396912,118.85834767268254,108.3955078125,1046.283916766827
121,0.01,79.40328008140006,69.0075786311452,1039.5701541063263,118.52777686485878,108.13902312058669,1038.8753967285156
122,0.01,79.05673180556879,68.66667597700909,1039.0055643221226,118.59634047288161,108.16073520366962,1043.560544527494
123,0.01,78.67426061862852,68.26822159929974,1040.6039169683688,118.65416306715746,108.22016994769757,1043.3992661696213
124,0.01,78.32512281464368,67.90645616112685,1041.866693561833,120.1795528118427,109.86136979323167,1031.8184837928186
125,0.01,78.22301112849537,67.82448107091392,1039.8530231754955,118.86781340378981,108.39335148151105,1047.4461928147537
126,0.01,77.92799708668778,67.51041758467511,1041.7579899485518,119.137451171875,108.83185386657715,1030.5597440279448
127,0.01,77.53244206498309,67.1171238969012,1041.5318002096037,119.08627583430363,108.67805290222168,1040.82223041241
128,0.01,77.33380774521247,66.90244417888363,1043.1363933284108,118.69847517747145,108.21944178067722,1047.9033649151143
129,0.01,76.96487251839987,66.53030509018316,1043.456753465606,118.82578571026141,108.35492647611179,1047.0858389047476
130,0.01,76.75447063911253,66.32128761105422,1043.3183173947218,119.50810036292442,109.1352911729079,1037.2809377817007
131,0.01,76.49956506868688,66.04706834002239,1045.249687976372,119.19313372098483,108.73912077683669,1045.4014352651743
